Ind_ID,Gender,Car_Owner,Propert_Owner,Children,Annual_income,Type_Income,Education,Marital_status,Housing_type,Family_Members,Label,Age,Employed_Years,Age_Category
5068337,F,Y,Y,0,112500.0,Working,Higher education,Married,Apartment,2,Approved,27,1.38,Young
5028919,F,Y,Y,0,112500.0,Working,Secondary Education,Married,Apartment,2,Approved,47,4.89,Adult
5114061,M,Y,N,1,193500.0,Working,Higher education,Married,Apartment,3,Approved,49,10.95,Adult
5100373,F,N,Y,2,180000.0,Commercial associate,Secondary Education,Married,Apartment,4,Approved,35,10.84,Young
5112765,F,Y,N,1,315000.0,Commercial associate,Higher education,Married,Apartment,3,Approved,30,5.65,Young
5037125,M,Y,N,0,180000.0,Working,Higher education,Married,With parents,2,Approved,31,6.1,Young
5029538,F,N,Y,0,112500.0,Working,Higher education,Married,Apartment,2,Approved,34,3.3,Young
5010078,M,Y,N,2,157500.0,Working,Secondary Education,Married,Apartment,4,Approved,34,3.11,Young
5085861,F,N,Y,0,135000.0,Working,Secondary Education,Married,Apartment,2,Approved,49,14.21,Adult
5009146,M,Y,N,0,315000.0,Working,Higher education,Married,Apartment,2,Approved,43,10.18,Adult
5149433,F,Y,Y,0,112500.0,Working,Secondary Education,Widow,Apartment,1,Approved,53,7.21,Adult
5096318,M,Y,N,0,270000.0,Commercial associate,Higher education,Single,Apartment,1,Approved,26,0.43,Young
5038615,F,N,N,1,112500.0,Commercial associate,Higher education,Married,With parents,3,Approved,33,8.96,Young
5047670,F,N,N,1,180000.0,State servant,Higher education,Married,Apartment,3,Approved,38,6.84,Young
5036828,F,N,Y,0,180000.0,Working,Higher education,Married,Apartment,2,Approved,52,11.85,Adult
5139892,F,N,Y,0,112500.0,State servant,Secondary Education,Married,Apartment,2,Approved,50,16.52,Adult
5135446,F,N,Y,1,225000.0,Working,Secondary Education,Married,With parents,3,Approved,27,0.47,Young
5095586,F,N,N,0,270000.0,Working,Secondary Education,Married,Apartment,2,Approved,24,0.76,Young
5068963,M,Y,N,0,202500.0,Working,Higher education,Married,Apartment,2,Approved,41,8.38,Adult
5048121,M,Y,Y,2,292500.0,Commercial associate,Secondary Education,Married,Apartment,4,Approved,33,7.26,Young
5117219,F,N,Y,0,202500.0,Working,Secondary Education,Married,Apartment,2,Approved,30,5.35,Young
5009821,F,Y,N,0,99000.0,Working,Secondary Education,Married,Apartment,2,Approved,40,14.94,Adult
5033500,M,N,Y,0,202500.0,Commercial associate,Secondary Education,Married,Apartment,2,Approved,48,5.47,Adult
5058281,F,N,Y,0,306000.0,Commercial associate,Higher education,Married,Apartment,2,Approved,40,9.4,Adult
5142988,F,N,N,1,135000.0,Working,Higher education,Married,Apartment,3,Approved,28,4.12,Young
5137229,M,Y,N,0,180000.0,Commercial associate,Secondary Education,Married,Apartment,2,Approved,38,7.38,Young
5142899,F,N,N,0,112500.0,Commercial associate,Higher education,Single,With parents,1,Approved,24,0.62,Young
5113510,M,Y,Y,0,180000.0,Working,Secondary Education,Married,Apartment,2,Approved,47,0.36,Adult
5149484,F,Y,Y,1,135000.0,Commercial associate,Higher education,Married,Apartment,3,Approved,30,6.79,Young
5092221,M,N,N,0,67500.0,State servant,Secondary Education,Married,Apartment,2,Approved,31,7.72,Young
5023838,F,Y,N,0,315000.0,Commercial associate,Secondary Education,Married,Apartment,2,Approved,54,2.95,Adult
5033797,F,Y,Y,0,148500.0,Commercial associate,Secondary Education,Married,Apartment,2,Approved,46,6.23,Adult
5022803,F,Y,Y,0,202500.0,Working,Higher education,Widow,Apartment,1,Approved,32,4.1,Young
5104953,M,Y,Y,0,180000.0,Working,Secondary Education,Married,Apartment,2,Approved,59,6.63,Adult
5100098,F,N,Y,0,90000.0,Working,Secondary Education,Married,Apartment,2,Approved,29,2.26,Young
5091792,M,Y,Y,1,135000.0,Working,Secondary Education,Married,Apartment,3,Approved,41,8.13,Adult
5149805,F,N,Y,0,135000.0,State servant,Secondary Education,Single,With parents,1,Approved,27,5.71,Young
5089681,F,N,N,0,261000.0,Commercial associate,Secondary Education,Married,Apartment,2,Approved,27,2.93,Young
5116809,F,N,Y,0,112500.0,Working,Secondary Education,Married,Apartment,2,Approved,50,1.92,Adult
5143353,M,Y,N,0,135000.0,Working,Secondary Education,Married,Apartment,2,Approved,28,3.79,Young
5088987,F,N,N,2,171000.0,Working,Secondary Education,Married,Apartment,4,Approved,40,3.18,Adult
5021584,F,N,N,1,40500.0,State servant,Secondary Education,Married,Rented,3,Approved,35,5.34,Young
5009291,F,N,N,0,130500.0,Working,Secondary Education,Married,Apartment,2,Approved,41,13.19,Adult
5051007,F,N,N,0,306000.0,Commercial associate,Higher education,Married,Apartment,2,Approved,29,3.71,Young
5024263,F,Y,N,0,202500.0,Commercial associate,Secondary Education,Married,Apartment,2,Approved,58,3.09,Adult
5125771,F,N,Y,0,112500.0,Working,Secondary Education,Married,Apartment,2,Approved,63,1.28,Senior
5021879,M,Y,N,2,112500.0,Working,Secondary Education,Married,Apartment,4,Approved,35,0.59,Young
5137247,F,N,N,0,90000.0,Working,Secondary Education,Married,Apartment,2,Approved,47,8.96,Adult
5061762,F,Y,N,1,135000.0,Working,Higher education,Married,Rented,3,Approved,30,1.54,Young
5048319,F,N,N,0,90000.0,Working,Higher education,Single,Apartment,1,Approved,59,4.18,Adult
5023389,M,Y,Y,2,157500.0,Commercial associate,Higher education,Married,Apartment,4,Approved,37,5.73,Young
5143457,M,Y,Y,0,247500.0,State servant,Secondary Education,Married,Apartment,2,Approved,32,4.79,Young
5069257,F,Y,Y,1,67500.0,Working,Secondary Education,Married,Apartment,3,Approved,35,2.55,Young
5044939,M,N,Y,2,360000.0,State servant,Higher education,Married,Apartment,4,Approved,43,15.44,Adult
5149413,F,N,Y,2,315000.0,Commercial associate,Higher education,Married,Apartment,4,Approved,29,0.46,Young
5062745,F,N,Y,0,157500.0,Working,Secondary Education,Married,Apartment,2,Approved,41,3.09,Adult
5114544,F,N,Y,0,166500.0,Working,Secondary Education,Married,Apartment,2,Approved,29,11.03,Young
5078841,M,N,Y,0,225000.0,Working,Secondary Education,Married,Apartment,2,Approved,55,8.99,Adult
5117392,F,N,N,0,135000.0,Commercial associate,Secondary Education,Single,Apartment,1,Approved,48,0.93,Adult
5143453,M,Y,Y,0,247500.0,State servant,Secondary Education,Married,Apartment,2,Approved,32,4.79,Young
5067832,F,Y,Y,0,315000.0,Working,Higher education,Married,Apartment,2,Approved,58,1.58,Adult
5116373,F,N,N,1,90000.0,Working,Secondary Education,Married,With parents,3,Approved,27,2.67,Young
5149106,M,N,Y,2,270000.0,Working,Secondary Education,Married,Apartment,4,Approved,34,9.88,Young
5091737,F,Y,Y,0,243000.0,Working,Secondary Education,Single,Apartment,1,Approved,40,5.63,Adult
5052620,M,Y,Y,1,180000.0,Commercial associate,Secondary Education,Married,Apartment,3,Approved,43,5.46,Adult
5087819,M,N,Y,2,112500.0,Working,Secondary Education,Married,Apartment,4,Approved,43,4.28,Adult
5052811,F,N,Y,0,117000.0,Working,Secondary Education,Married,Apartment,2,Approved,47,12.38,Adult
5095751,F,N,N,0,202500.0,Working,Secondary Education,Married,With parents,2,Approved,35,0.93,Young
5062286,M,N,Y,0,202500.0,Commercial associate,Secondary Education,Married,Apartment,2,Approved,22,2.96,Young
5079075,F,N,Y,0,216000.0,Working,Secondary Education,Married,Apartment,2,Approved,42,4.49,Adult
5146447,F,N,Y,0,135000.0,Working,Secondary Education,Widow,Apartment,1,Approved,39,2.52,Young
5051008,F,N,N,1,225000.0,Commercial associate,Secondary Education,Married,Apartment,3,Approved,28,9.29,Young
5100106,M,Y,N,0,81000.0,Working,Secondary Education,Married,Apartment,2,Approved,48,8.93,Adult
5094896,M,Y,Y,1,180000.0,Working,Secondary Education,Married,Apartment,3,Approved,38,10.75,Young
5054414,M,N,N,0,225000.0,Commercial associate,Higher education,Married,With parents,2,Approved,35,13.91,Young
5025791,F,N,Y,0,157500.0,Working,Secondary Education,Married,Apartment,2,Approved,50,9.94,Adult
5067949,F,N,Y,0,157500.0,Commercial associate,Secondary Education,Single,Apartment,1,Approved,49,9.83,Adult
5142482,M,Y,N,2,166500.0,Commercial associate,Higher education,Married,Apartment,4,Approved,33,3.28,Young
5115957,F,Y,Y,0,180000.0,Working,Secondary Education,Widow,Apartment,1,Approved,42,11.78,Adult
5029423,F,N,Y,1,315000.0,State servant,Secondary Education,Married,Apartment,3,Approved,30,6.88,Young
5117450,F,N,N,2,90000.0,Working,Secondary Education,Married,Apartment,4,Approved,32,0.26,Young
5023949,M,Y,Y,1,148500.0,Working,Secondary Education,Married,Apartment,3,Approved,40,14.17,Adult
5143402,M,Y,Y,0,144000.0,Commercial associate,Higher education,Married,Apartment,2,Approved,52,6.45,Adult
5136909,M,N,N,1,360000.0,Working,Secondary Education,Married,Apartment,3,Approved,41,7.96,Adult
5143596,F,N,N,0,90000.0,Working,Secondary Education,Married,Apartment,2,Approved,31,9.13,Young
5095939,M,N,N,0,157500.0,Working,Secondary Education,Married,Apartment,2,Approved,47,9.85,Adult
5113343,M,N,Y,2,135000.0,Working,Secondary Education,Married,Apartment,4,Approved,31,12.61,Young
5142920,F,N,N,1,292500.0,Working,Secondary Education,Married,Apartment,3,Approved,34,11.03,Young
5114294,F,N,N,0,112500.0,State servant,Secondary Education,Widow,Apartment,1,Approved,52,14.36,Adult
5088055,F,N,Y,0,216000.0,Working,Secondary Education,Single,Apartment,1,Approved,49,8.36,Adult
5142815,M,Y,N,0,126000.0,Commercial associate,Secondary Education,Married,Apartment,2,Approved,28,7.96,Young
5054460,M,Y,N,1,135000.0,Working,Secondary Education,Married,Apartment,3,Approved,51,5.24,Adult
5069380,M,N,Y,0,337500.0,Working,Secondary Education,Single,Apartment,1,Approved,45,3.47,Adult
5036396,F,Y,Y,0,112500.0,Working,Secondary Education,Married,Apartment,2,Approved,37,3.44,Young
5148535,F,N,Y,1,157500.0,Working,Secondary Education,Married,Apartment,3,Approved,28,4.71,Young
5105436,M,N,Y,2,112500.0,Working,Secondary Education,Married,Apartment,4,Approved,39,6.34,Young
5105412,F,N,Y,2,135000.0,Working,Secondary Education,Married,Apartment,4,Approved,34,4.16,Young
5142584,M,Y,Y,0,301500.0,Working,Secondary Education,Married,Rented,2,Approved,24,2.37,Young
5118108,M,Y,N,0,90000.0,Working,Secondary Education,Single,Apartment,1,Approved,22,3.01,Young
5010683,M,Y,Y,0,292500.0,Working,Higher education,Married,Apartment,2,Approved,28,6.11,Young
5045850,F,Y,Y,2,315000.0,Commercial associate,Higher education,Married,With parents,4,Approved,34,3.63,Young
5058371,F,N,Y,0,117000.0,Working,Secondary Education,Married,Apartment,2,Approved,47,0.97,Adult
5137187,F,Y,N,0,67500.0,Working,Secondary Education,Married,Apartment,2,Approved,31,5.3,Young
5095873,F,N,N,0,202500.0,Working,Higher education,Married,Apartment,2,Approved,41,14.18,Adult
5126809,M,N,Y,1,157500.0,Commercial associate,Secondary Education,Married,Apartment,3,Approved,29,6.37,Young
5096604,F,Y,N,1,225000.0,Working,Higher education,Married,Apartment,3,Approved,37,2.68,Young
5036765,F,N,N,1,112500.0,Working,Secondary Education,Married,Apartment,3,Approved,35,3.35,Young
5090082,M,N,N,0,180000.0,Commercial associate,Secondary Education,Married,Apartment,2,Approved,41,4.59,Adult
5061481,F,N,Y,1,225000.0,Commercial associate,Higher education,Married,Apartment,3,Approved,26,6.2,Young
5125235,F,N,Y,2,157500.0,Commercial associate,Higher education,Married,Apartment,4,Approved,37,0.2,Young
5089474,M,N,N,0,180000.0,Working,Higher education,Married,Apartment,2,Approved,39,9.43,Young
5126021,F,N,N,1,112500.0,Working,Secondary Education,Married,Apartment,3,Approved,40,7.29,Adult
5114630,F,N,Y,0,81000.0,Working,Secondary Education,Married,Apartment,2,Approved,54,0.78,Adult
5118526,F,N,Y,0,180000.0,Commercial associate,Higher education,Married,Apartment,2,Approved,60,1.43,Senior
5118527,F,N,Y,0,180000.0,Commercial associate,Higher education,Married,Apartment,2,Approved,60,1.43,Senior
5089596,M,Y,N,0,315000.0,Commercial associate,Secondary Education,Married,Apartment,2,Approved,38,2.68,Young
5066865,F,N,Y,2,54000.0,Working,Secondary Education,Married,Apartment,4,Approved,27,2.18,Young
5009941,F,N,Y,2,157500.0,Working,Secondary Education,Married,Apartment,4,Approved,29,6.44,Young
5052731,F,N,Y,0,180000.0,Commercial associate,Secondary Education,Married,Apartment,2,Approved,37,3.05,Young
5137175,F,N,N,0,225000.0,Working,Secondary Education,Married,Apartment,2,Approved,55,10.29,Adult
5045614,M,Y,Y,1,360000.0,Working,Higher education,Married,Apartment,3,Approved,42,3.63,Adult
5047870,M,Y,Y,1,292500.0,Commercial associate,Higher education,Married,Apartment,3,Approved,34,9.1,Young
5025161,M,N,N,0,360000.0,Working,Secondary Education,Married,Apartment,2,Approved,34,14.09,Young
5145694,M,Y,Y,0,225000.0,Working,Higher education,Single,With parents,1,Approved,25,1.82,Young
5113455,F,N,Y,1,126000.0,Commercial associate,Secondary Education,Married,Apartment,3,Approved,49,11.28,Adult
5126321,F,N,N,0,270000.0,Working,Secondary Education,Married,Apartment,2,Approved,48,4.71,Adult
5088450,F,N,Y,0,157500.0,State servant,Secondary Education,Widow,Apartment,1,Approved,62,5.62,Senior
5068631,F,Y,Y,0,216000.0,Working,Secondary Education,Married,Apartment,2,Approved,58,9.97,Adult
5021693,M,Y,Y,2,337500.0,Working,Secondary Education,Married,Apartment,4,Approved,33,4.59,Young
5111172,M,Y,Y,0,225000.0,Working,Higher education,Married,Rented,2,Approved,29,1.32,Young
5029184,F,N,Y,1,108000.0,Working,Secondary Education,Married,Apartment,3,Approved,43,12.6,Adult
5069051,M,Y,N,0,225000.0,Commercial associate,Secondary Education,Married,Apartment,2,Approved,48,6.8,Adult
5046379,F,N,N,0,180000.0,Working,Secondary Education,Married,Apartment,2,Approved,53,5.21,Adult
5118477,F,N,Y,0,180000.0,Working,Secondary Education,Married,Apartment,2,Approved,47,2.43,Adult
5106118,F,Y,Y,1,135000.0,Working,Higher education,Married,Apartment,3,Approved,36,1.08,Young
5024148,F,Y,N,0,180000.0,Working,Higher education,Married,With parents,2,Approved,31,2.76,Young
5067262,F,Y,Y,0,270000.0,Working,Secondary Education,Married,Apartment,2,Approved,54,4.72,Adult
5045255,F,N,Y,1,270000.0,Working,Secondary Education,Married,Apartment,3,Approved,57,10.1,Adult
5033418,M,Y,N,0,202500.0,Commercial associate,Secondary Education,Married,Apartment,2,Approved,29,5.97,Young
5023231,M,Y,Y,0,270000.0,Working,Secondary Education,Single,Apartment,1,Approved,47,3.73,Adult
5028909,F,N,N,0,67500.0,Working,Secondary Education,Married,Apartment,2,Approved,27,5.14,Young
5090793,F,N,Y,0,247500.0,Working,Higher education,Married,Apartment,2,Approved,38,9.59,Young
5126517,M,Y,N,0,157500.0,Working,Higher education,Married,Apartment,2,Approved,56,6.2,Adult
5146034,M,N,Y,0,157500.0,Working,Secondary Education,Single,Apartment,1,Approved,46,11.35,Adult
5142972,M,N,N,1,180000.0,Working,Secondary Education,Single,Apartment,3,Approved,29,2.54,Young
5028569,F,Y,Y,0,315000.0,Commercial associate,Secondary Education,Married,Apartment,2,Approved,42,15.06,Adult
5114032,F,N,N,0,99000.0,Working,Higher education,Married,Apartment,2,Approved,40,15.12,Adult
5085826,F,N,N,0,351000.0,Commercial associate,Higher education,Married,Apartment,2,Approved,59,2.96,Adult
5053089,F,N,N,0,175500.0,Working,Secondary Education,Single,Apartment,1,Approved,51,1.8,Adult
5117753,M,Y,N,0,306000.0,Working,Secondary Education,Married,Apartment,2,Approved,43,4.51,Adult
5126826,F,N,N,1,157500.0,Working,Secondary Education,Married,With parents,3,Approved,31,10.12,Young
5067893,M,Y,Y,0,292500.0,Working,Secondary Education,Married,Rented,2,Approved,46,2.47,Adult
5135531,M,Y,Y,0,225000.0,Working,Secondary Education,Single,Apartment,1,Approved,37,4.79,Young
5067019,F,Y,Y,1,247500.0,Working,Secondary Education,Married,Apartment,3,Approved,46,3.43,Adult
5115671,M,Y,Y,1,189000.0,Working,Higher education,Married,Apartment,3,Approved,36,10.03,Young
5136985,M,Y,N,0,247500.0,Working,Secondary Education,Single,Apartment,1,Approved,33,9.13,Young
5126687,F,N,Y,0,90000.0,Working,Secondary Education,Married,Apartment,2,Approved,54,8.62,Adult
5045513,M,Y,N,1,180000.0,Working,Secondary Education,Married,Apartment,3,Approved,31,12.3,Young
5021730,F,Y,Y,1,180000.0,Commercial associate,Secondary Education,Married,Apartment,3,Approved,46,3.76,Adult
5096342,F,N,N,0,112500.0,Working,Secondary Education,Married,Apartment,2,Approved,32,3.18,Young
5021293,F,Y,Y,1,180000.0,Commercial associate,Higher education,Married,Apartment,3,Approved,32,0.5,Young
5143079,F,Y,N,0,225000.0,Commercial associate,Secondary Education,Married,Apartment,2,Approved,38,1.37,Young
5062294,F,Y,Y,0,225000.0,Working,Higher education,Married,Apartment,2,Approved,48,6.71,Adult
5089887,F,N,Y,0,157500.0,Working,Higher education,Married,Apartment,2,Approved,29,4.26,Young
5146429,M,Y,N,0,261000.0,Commercial associate,Secondary Education,Married,With parents,2,Approved,24,1.85,Young
5069292,F,Y,Y,1,180000.0,Commercial associate,Secondary Education,Married,Apartment,3,Approved,42,7.13,Adult
5054407,M,N,N,0,225000.0,Commercial associate,Higher education,Married,With parents,2,Approved,35,13.91,Young
5028616,M,N,Y,1,135000.0,Working,Higher education,Married,Apartment,3,Approved,25,5.47,Young
5036319,F,N,Y,0,112500.0,Commercial associate,Secondary Education,Single,Apartment,1,Approved,49,1.52,Adult
5116606,M,Y,Y,0,180000.0,Working,Secondary Education,Married,Apartment,2,Approved,46,12.59,Adult
5068648,M,N,Y,0,135000.0,Working,Secondary Education,Single,With parents,1,Approved,31,2.89,Young
5143560,M,N,N,2,202500.0,Working,Secondary Education,Married,With parents,4,Approved,29,2.04,Young
5126518,M,Y,N,0,157500.0,Working,Higher education,Married,Apartment,2,Approved,56,6.2,Adult
5116991,M,Y,Y,0,135000.0,Working,Secondary Education,Married,Apartment,2,Approved,39,9.6,Young
5024670,F,N,Y,1,180000.0,Working,Higher education,Single,Apartment,2,Approved,41,4.34,Adult
5062095,M,Y,N,0,180000.0,Working,Secondary Education,Single,Apartment,1,Approved,27,4.96,Young
5041881,M,N,N,0,112500.0,Working,Secondary Education,Married,Rented,2,Approved,40,6.93,Adult
5053117,M,Y,N,1,270000.0,Commercial associate,Secondary Education,Married,Apartment,3,Approved,37,3.89,Young
5115921,M,Y,Y,0,360000.0,Commercial associate,Secondary Education,Married,Apartment,2,Approved,42,0.86,Adult
5150221,M,Y,Y,0,116100.0,Working,Secondary Education,Married,Apartment,2,Approved,27,6.68,Young
5089580,F,Y,N,0,112500.0,State servant,Secondary Education,Married,Apartment,2,Approved,31,1.26,Young
5041320,F,N,N,0,157500.0,Working,Higher education,Single,Apartment,1,Approved,51,9.0,Adult
5105499,F,N,Y,0,202500.0,Working,Higher education,Married,Apartment,2,Approved,29,4.09,Young
5095514,M,Y,Y,0,297000.0,Working,Secondary Education,Married,Apartment,2,Approved,56,3.18,Adult
5089275,F,Y,N,0,315000.0,Working,Higher education,Married,Apartment,2,Approved,37,9.59,Young
5069066,M,N,Y,0,202500.0,Working,Secondary Education,Single,Apartment,1,Approved,26,8.47,Young
5125542,M,N,N,0,180000.0,Working,Higher education,Married,With parents,2,Approved,36,6.62,Young
5095033,M,Y,Y,0,202500.0,Commercial associate,Higher education,Married,Apartment,2,Approved,42,4.01,Adult
5142163,M,N,Y,1,360000.0,Working,Secondary Education,Married,Apartment,3,Approved,31,6.99,Young
5105291,F,N,N,0,112500.0,Working,Secondary Education,Widow,With parents,1,Approved,28,2.24,Young
5045380,M,Y,Y,0,261000.0,Working,Secondary Education,Married,Apartment,2,Approved,43,4.13,Adult
5113057,F,Y,N,0,202500.0,Commercial associate,Secondary Education,Single,Apartment,1,Approved,38,3.68,Young
5010238,M,Y,Y,0,225000.0,Working,Secondary Education,Married,Apartment,2,Approved,45,11.86,Adult
5050724,F,Y,N,0,360000.0,Working,Higher education,Married,Apartment,2,Approved,35,6.29,Young
5142781,M,Y,N,2,157500.0,Working,Secondary Education,Single,With parents,3,Approved,38,4.45,Young
5114643,F,Y,N,0,247500.0,Working,Secondary Education,Single,Apartment,1,Approved,37,5.86,Young
5087536,M,N,Y,0,81000.0,Commercial associate,Higher education,Single,Apartment,1,Approved,27,5.28,Young
5053744,F,N,Y,0,360000.0,State servant,Higher education,Married,Apartment,2,Approved,44,8.66,Adult
5117698,M,Y,N,0,315000.0,Working,Higher education,Married,Apartment,2,Approved,55,10.84,Adult
5118560,F,N,Y,0,126000.0,Working,Secondary Education,Single,Apartment,1,Approved,46,7.93,Adult
5054496,F,Y,Y,0,225000.0,Commercial associate,Higher education,Single,Apartment,1,Approved,33,3.24,Young
5033895,F,N,N,2,135000.0,Working,Secondary Education,Married,With parents,4,Approved,30,4.57,Young
5033659,M,N,Y,0,225000.0,Commercial associate,Secondary Education,Married,Apartment,2,Approved,52,10.05,Adult
5062205,F,N,Y,0,112500.0,Commercial associate,Higher education,Married,Apartment,2,Approved,47,3.29,Adult
5056237,F,N,Y,0,40500.0,Working,Secondary Education,Married,Apartment,2,Approved,34,13.51,Young
5135863,F,N,Y,2,67500.0,Working,Secondary Education,Married,Apartment,4,Approved,33,1.63,Young
5091057,F,N,Y,2,270000.0,Commercial associate,Higher education,Married,Apartment,4,Approved,42,6.02,Adult
5091651,F,Y,Y,1,252000.0,Commercial associate,Secondary Education,Single,Apartment,2,Approved,29,2.05,Young
5118545,F,Y,N,0,270000.0,Working,Secondary Education,Married,Apartment,2,Approved,50,4.77,Adult
5024592,M,Y,Y,0,157500.0,Working,Secondary Education,Married,With parents,2,Approved,24,4.42,Young
5125804,F,N,Y,0,270000.0,Working,Secondary Education,Single,Apartment,1,Approved,50,5.62,Adult
5033728,F,Y,Y,1,202500.0,Working,Secondary Education,Married,Apartment,3,Approved,37,5.72,Young
5149327,F,Y,Y,1,180000.0,Working,Higher education,Single,Apartment,2,Approved,51,16.38,Adult
5024033,F,N,Y,2,112500.0,Working,Secondary Education,Married,With parents,4,Approved,40,1.09,Adult
5113841,F,N,Y,0,135000.0,Commercial associate,Higher education,Married,Apartment,2,Approved,24,2.53,Young
5022918,F,N,Y,0,225000.0,Working,Higher education,Single,Apartment,1,Approved,33,7.1,Young
5142649,M,Y,N,0,157500.0,Working,Secondary Education,Married,Apartment,2,Approved,48,6.12,Adult
5048276,F,Y,N,1,112500.0,Working,Higher education,Single,Apartment,2,Approved,27,4.43,Young
5022612,M,Y,Y,1,202500.0,Working,Secondary Education,Married,Apartment,3,Approved,27,2.26,Young
5028446,F,Y,Y,0,162000.0,Working,Secondary Education,Single,Apartment,1,Approved,49,7.73,Adult
5091894,M,N,N,0,157500.0,Commercial associate,Higher education,Single,Apartment,1,Approved,27,4.38,Young
5025181,F,N,N,0,270000.0,Commercial associate,Secondary Education,Single,Apartment,1,Approved,62,7.0,Senior
5091795,F,Y,N,1,90000.0,Working,Secondary Education,Married,Apartment,3,Approved,41,2.71,Adult
5068511,F,N,Y,0,135000.0,Commercial associate,Secondary Education,Married,Apartment,2,Approved,43,7.55,Adult
5036926,F,Y,Y,0,157500.0,Commercial associate,Secondary Education,Married,Apartment,2,Approved,32,8.18,Young
5114138,F,N,N,2,180000.0,State servant,Secondary Education,Married,Apartment,4,Approved,30,7.95,Young
5052883,M,Y,Y,0,225000.0,Working,Secondary Education,Married,Apartment,2,Approved,49,9.22,Adult
5068019,M,Y,Y,0,135000.0,Working,Secondary Education,Married,Apartment,2,Approved,42,9.25,Adult
5146024,F,N,Y,0,360000.0,Commercial associate,Higher education,Married,Apartment,2,Approved,30,10.68,Young
5036093,F,N,Y,0,135000.0,Working,Secondary Education,Married,Apartment,2,Approved,59,8.77,Adult
5068339,F,Y,Y,0,112500.0,Working,Higher education,Married,Apartment,2,Approved,27,1.38,Young
5095020,F,N,Y,0,225000.0,Commercial associate,Secondary Education,Married,Apartment,2,Approved,35,1.84,Young
5105185,M,N,Y,0,180000.0,Working,Secondary Education,Married,Apartment,2,Approved,44,2.32,Adult
5117216,F,N,Y,0,202500.0,Working,Secondary Education,Married,Apartment,2,Approved,30,5.35,Young
5089632,F,N,N,0,315000.0,Commercial associate,Higher education,Married,Apartment,2,Approved,44,0.85,Adult
5100464,M,Y,Y,1,315000.0,Working,Higher education,Married,Apartment,3,Approved,47,1.51,Adult
5028930,F,Y,Y,0,112500.0,Working,Secondary Education,Married,Apartment,2,Approved,47,4.89,Adult
5116643,F,N,Y,0,261000.0,Working,Secondary Education,Married,Apartment,2,Approved,54,7.01,Adult
5091766,M,N,Y,0,247500.0,Working,Secondary Education,Married,Apartment,2,Approved,47,6.46,Adult
5067961,M,Y,Y,0,360000.0,Working,Higher education,Married,Apartment,2,Approved,60,10.55,Senior
5033814,F,N,Y,0,135000.0,Working,Secondary Education,Married,Apartment,2,Approved,36,3.24,Young
5113847,F,N,Y,0,225000.0,Working,Secondary Education,Widow,Apartment,1,Approved,54,6.53,Adult
5126308,F,N,N,0,112500.0,Working,Higher education,Single,Apartment,1,Approved,35,1.45,Young
5142118,M,N,N,1,225000.0,Working,Higher education,Married,Apartment,3,Approved,49,6.83,Adult
5068196,M,Y,Y,0,173250.0,Working,Secondary Education,Married,Apartment,2,Approved,44,6.47,Adult
5068692,M,N,Y,0,148500.0,Working,Secondary Education,Single,Apartment,1,Approved,32,2.63,Young
5085780,M,N,Y,0,315000.0,Commercial associate,Secondary Education,Married,Apartment,2,Approved,49,11.04,Adult
5096095,F,N,N,1,135000.0,Working,Secondary Education,Married,Apartment,3,Approved,29,4.43,Young
5142599,F,N,Y,2,76500.0,State servant,Higher education,Married,Apartment,4,Approved,39,5.87,Young
5045742,M,Y,N,0,225000.0,Commercial associate,Higher education,Married,Apartment,2,Approved,36,4.3,Young
5053173,F,Y,Y,0,157500.0,Working,Secondary Education,Married,Apartment,2,Approved,45,6.55,Adult
5074735,M,Y,Y,2,216000.0,State servant,Higher education,Married,Apartment,4,Approved,30,7.02,Young
5146410,M,N,Y,0,211500.0,Working,Secondary Education,Single,Apartment,1,Approved,27,3.01,Young
5054097,M,Y,N,2,202500.0,Working,Higher education,Married,Apartment,4,Approved,32,1.99,Young
5068340,F,Y,Y,0,112500.0,Working,Higher education,Married,Apartment,2,Approved,27,1.38,Young
5037254,M,N,N,0,166500.0,Working,Secondary Education,Single,Apartment,1,Approved,23,1.23,Young
5091921,F,N,Y,2,72000.0,Working,Secondary Education,Married,Apartment,4,Approved,42,15.05,Adult
5139729,F,N,Y,0,135000.0,Working,Secondary Education,Married,Apartment,2,Approved,56,6.35,Adult
5117605,F,N,N,0,157500.0,Working,Higher education,Married,Apartment,2,Approved,38,6.18,Young
5029152,F,N,Y,1,67500.0,State servant,Secondary Education,Married,Apartment,3,Approved,49,0.52,Adult
5066465,F,Y,Y,0,135000.0,Working,Secondary Education,Single,Apartment,1,Approved,44,3.85,Adult
5117254,F,Y,Y,0,207000.0,State servant,Higher education,Married,Apartment,2,Approved,61,9.6,Senior
5117551,M,Y,N,1,148500.0,Commercial associate,Secondary Education,Married,Apartment,3,Approved,35,7.84,Young
5079181,F,N,N,0,112500.0,Commercial associate,Secondary Education,Married,Apartment,2,Approved,27,6.4,Young
5028802,F,N,N,2,112500.0,Working,Secondary Education,Married,Apartment,4,Approved,43,2.97,Adult
5024838,F,N,Y,0,202500.0,Commercial associate,Higher education,Single,Apartment,1,Approved,38,5.67,Young
5079141,F,N,Y,2,67500.0,Working,Secondary Education,Single,Apartment,3,Approved,37,8.24,Young
